desc: I1 cache:         2048 B, 64 B, direct-mapped
desc: D1 cache:         2048 B, 64 B, direct-mapped
desc: LL cache:         8388608 B, 64 B, direct-mapped
cmd: ./slow 2304
events: Ir I1mr ILmr Dr D1mr DLmr Dw D1mw DLmw 
1123 1 0 0 0 0 0 0 0 0
1124 1 0 0 0 0 0 0 0 0
1196 4 3 1 0 0 0 0 0 0
1197 4 0 0 4 2 1 0 0 0
1198 4 0 0 4 3 0 0 0 0
1199 4 0 0 0 0 0 0 0 0
1200 4 3 1 0 0 0 0 0 0
1202 4 0 0 0 0 0 0 0 0
1203 4 0 0 0 0 0 0 0 0
1204 4 0 0 0 0 0 0 0 0
1205 4 0 0 0 0 0 0 0 0
1206 4 0 0 0 0 0 0 0 0
1207 4 0 0 0 0 0 0 0 0
1208 4 0 0 0 0 0 0 0 0
1209 2 0 0 2 0 0 0 0 0
1213 2 0 0 0 0 0 0 0 0
1214 2 0 0 0 0 0 0 0 0
1215 2 0 0 0 0 0 0 0 0
1221 2 0 0 0 0 0 0 0 0
1222 2 0 0 0 0 0 0 0 0
1223 4 1 1 0 0 0 0 0 0
1227 2 0 0 0 0 0 0 0 0
1228 2 0 0 0 0 0 0 0 0
1231 2 0 0 2 2 1 0 0 0
1232 2 0 0 2 0 0 0 0 0
1233 2 0 0 0 0 0 0 0 0
1236 2 0 0 0 0 0 0 0 0
1237 2 0 0 0 0 0 0 0 0
1238 2 0 0 0 0 0 0 0 0
1244 2 0 0 0 0 0 0 0 0
1245 2 0 0 0 0 0 0 0 0
1246 2 2 1 0 0 0 0 0 0
1247 2 0 0 0 0 0 0 0 0
1248 2 0 0 0 0 0 0 0 0
1249 2 0 0 0 0 0 0 0 0
1321 2 2 1 0 0 0 0 0 0
1322 2 0 0 2 1 1 0 0 0
1323 2 0 0 2 1 0 0 0 0
1324 2 0 0 0 0 0 0 0 0
1325 2 2 1 0 0 0 0 0 0
1327 2 0 0 0 0 0 0 0 0
1328 2 0 0 0 0 0 0 0 0
1329 2 0 0 0 0 0 0 0 0
1330 2 0 0 0 0 0 0 0 0
1331 2 0 0 0 0 0 0 0 0
1332 2 0 0 0 0 0 0 0 0
1333 2 0 0 0 0 0 0 0 0
1571 11 10 1 0 0 0 0 0 0
1572 11 0 0 11 10 0 0 0 0
1573 11 0 0 11 10 1 0 0 0
1574 11 0 0 0 0 0 0 0 0
1575 11 10 1 0 0 0 0 0 0
1577 11 0 0 0 0 0 0 0 0
1578 11 0 0 0 0 0 0 0 0
1579 11 0 0 0 0 0 0 0 0
1580 11 0 0 0 0 0 0 0 0
1581 11 0 0 0 0 0 0 0 0
1582 11 0 0 0 0 0 0 0 0
1583 11 0 0 0 0 0 0 0 0
1584 11 0 0 11 0 0 0 0 0
1588 11 0 0 0 0 0 0 0 0
1589 11 0 0 0 0 0 0 0 0
1590 11 0 0 0 0 0 0 0 0
1596 11 0 0 0 0 0 0 0 0
1597 11 0 0 0 0 0 0 0 0
1598 22 11 1 0 0 0 0 0 0
1602 11 0 0 0 0 0 0 0 0
1603 11 0 0 0 0 0 0 0 0
1606 11 0 0 11 2 1 0 0 0
1607 11 0 0 11 9 1 0 0 0
1608 11 0 0 0 0 0 0 0 0
1611 11 0 0 0 0 0 0 0 0
1612 11 0 0 0 0 0 0 0 0
1613 11 0 0 0 0 0 0 0 0
1619 11 0 0 0 0 0 0 0 0
1620 11 0 0 0 0 0 0 0 0
1621 11 11 1 0 0 0 0 0 0
1622 11 0 0 0 0 0 0 0 0
1623 11 0 0 0 0 0 0 0 0
1624 11 0 0 0 0 0 0 0 0
1696 2 2 1 0 0 0 0 0 0
1697 2 0 0 2 1 0 0 0 0
1698 2 0 0 2 2 1 0 0 0
1699 2 0 0 0 0 0 0 0 0
1700 2 2 1 0 0 0 0 0 0
1702 2 0 0 0 0 0 0 0 0
1703 2 0 0 0 0 0 0 0 0
1704 2 0 0 0 0 0 0 0 0
1705 2 0 0 0 0 0 0 0 0
1706 2 0 0 0 0 0 0 0 0
1707 2 0 0 0 0 0 0 0 0
1708 2 0 0 0 0 0 0 0 0
1709 2 0 0 2 0 0 0 0 0
1713 2 0 0 0 0 0 0 0 0
1714 2 0 0 0 0 0 0 0 0
1715 2 0 0 0 0 0 0 0 0
1721 2 0 0 0 0 0 0 0 0
1722 2 0 0 0 0 0 0 0 0
1723 4 2 1 0 0 0 0 0 0
1727 2 0 0 0 0 0 0 0 0
1728 2 0 0 0 0 0 0 0 0
1731 2 0 0 2 2 2 0 0 0
1732 2 0 0 2 0 0 0 0 0
1733 2 0 0 0 0 0 0 0 0
1736 2 0 0 0 0 0 0 0 0
1737 2 0 0 0 0 0 0 0 0
1738 2 0 0 0 0 0 0 0 0
1744 2 0 0 0 0 0 0 0 0
1745 2 0 0 0 0 0 0 0 0
1746 2 2 1 0 0 0 0 0 0
1747 2 0 0 0 0 0 0 0 0
1748 2 0 0 0 0 0 0 0 0
1749 2 0 0 0 0 0 0 0 0
1756 1 0 0 0 0 0 0 0 0
1757 1 0 0 0 0 0 0 0 0
1759 1 0 0 0 0 0 0 0 0
1760 1 0 0 0 0 0 0 0 0
1762 1 0 0 1 0 0 0 0 0
1763 1 0 0 1 0 0 0 0 0
1764 1 0 0 0 0 0 0 0 0
1767 1 0 0 0 0 0 0 0 0
1768 1 0 0 0 0 0 0 0 0
1769 1 0 0 0 0 0 0 0 0
1775 1 0 0 0 0 0 0 0 0
1776 1 1 1 0 0 0 0 0 0
1777 1 0 0 0 0 0 0 0 0
1778 1 0 0 0 0 0 0 0 0
1779 1 0 0 0 0 0 0 0 0
1780 1 0 0 0 0 0 0 0 0
1821 5 5 1 0 0 0 0 0 0
1822 5 0 0 5 4 0 0 0 0
1823 5 0 0 5 5 1 0 0 0
1824 5 0 0 0 0 0 0 0 0
1825 5 5 1 0 0 0 0 0 0
1827 5 0 0 0 0 0 0 0 0
1828 5 0 0 0 0 0 0 0 0
1829 5 0 0 0 0 0 0 0 0
1830 5 0 0 0 0 0 0 0 0
1831 5 0 0 0 0 0 0 0 0
1832 5 0 0 0 0 0 0 0 0
1833 5 0 0 0 0 0 0 0 0
1834 5 0 0 5 0 0 0 0 0
1838 5 0 0 0 0 0 0 0 0
1839 5 0 0 0 0 0 0 0 0
1840 5 0 0 0 0 0 0 0 0
1846 5 0 0 0 0 0 0 0 0
1847 5 0 0 0 0 0 0 0 0
1848 10 5 1 0 0 0 0 0 0
1852 5 0 0 0 0 0 0 0 0
1853 5 0 0 0 0 0 0 0 0
1856 5 0 0 5 5 1 0 0 0
1857 5 0 0 5 1 0 0 0 0
1858 5 0 0 0 0 0 0 0 0
1861 5 0 0 0 0 0 0 0 0
1862 5 0 0 0 0 0 0 0 0
1863 5 0 0 0 0 0 0 0 0
1869 5 0 0 0 0 0 0 0 0
1870 5 0 0 0 0 0 0 0 0
1871 5 1 1 0 0 0 0 0 0
1872 5 0 0 0 0 0 0 0 0
1873 5 0 0 0 0 0 0 0 0
1874 5 0 0 0 0 0 0 0 0
1946 6 4 1 0 0 0 0 0 0
1947 6 0 0 6 5 0 0 0 0
1948 6 0 0 6 2 1 0 0 0
1949 6 0 0 0 0 0 0 0 0
1950 6 3 1 0 0 0 0 0 0
1952 6 0 0 0 0 0 0 0 0
1953 6 0 0 0 0 0 0 0 0
1954 6 0 0 0 0 0 0 0 0
1955 6 0 0 0 0 0 0 0 0
1956 6 0 0 0 0 0 0 0 0
1957 6 0 0 0 0 0 0 0 0
1958 6 0 0 0 0 0 0 0 0
1959 1 0 0 1 0 0 0 0 0
1963 1 0 0 0 0 0 0 0 0
1964 1 0 0 0 0 0 0 0 0
1965 1 0 0 0 0 0 0 0 0
1971 1 0 0 0 0 0 0 0 0
1972 1 0 0 0 0 0 0 0 0
1973 2 1 1 0 0 0 0 0 0
1977 1 0 0 0 0 0 0 0 0
1978 1 0 0 0 0 0 0 0 0
1981 1 0 0 1 1 1 0 0 0
1982 1 0 0 1 0 0 0 0 0
1983 1 0 0 0 0 0 0 0 0
1986 1 0 0 0 0 0 0 0 0
1987 1 0 0 0 0 0 0 0 0
1988 1 0 0 0 0 0 0 0 0
1994 1 0 0 0 0 0 0 0 0
1995 1 0 0 0 0 0 0 0 0
1996 1 1 1 0 0 0 0 0 0
1997 1 0 0 0 0 0 0 0 0
1998 1 0 0 0 0 0 0 0 0
1999 1 0 0 0 0 0 0 0 0
2071 4 3 1 0 0 0 0 0 0
2072 4 0 0 4 3 1 0 0 0
2073 4 0 0 4 1 0 0 0 0
2074 4 0 0 0 0 0 0 0 0
2075 4 3 1 0 0 0 0 0 0
2077 4 0 0 0 0 0 0 0 0
2078 4 0 0 0 0 0 0 0 0
2079 4 0 0 0 0 0 0 0 0
2080 4 0 0 0 0 0 0 0 0
2081 4 0 0 0 0 0 0 0 0
2082 4 0 0 0 0 0 0 0 0
2083 4 0 0 0 0 0 0 0 0
2200 92 90 0 0 0 0 0 0 0
2202 109 11 1 0 0 0 0 0 0
2203 109 0 0 0 0 0 0 0 0
2204 109 0 0 0 0 0 0 0 0
2205 109 80 1 0 0 0 0 0 0
2206 81 0 0 0 0 0 0 0 0
2211 230 20 0 0 0 0 0 0 0
2217 230 0 0 230 0 0 0 0 0
2218 230 0 0 230 2 0 0 0 0
2226 230 0 0 0 0 0 0 0 0
2227 230 0 0 230 1 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/strcspn.S
fn=strcspn
30 1 1 1 0 0 0 0 0 0
37 1 0 0 0 0 0 0 0 0
38 1 0 0 0 0 0 0 0 0
40 1 0 0 0 0 0 0 0 0
41 1 0 0 0 0 0 0 0 0
42 1 0 0 0 0 0 0 0 0
43 1 0 0 0 0 0 0 0 0
44 33 0 0 0 0 0 32 4 4
47 2 0 0 0 0 0 0 0 0
54 1 0 0 1 1 0 0 0 0
55 1 0 0 0 0 0 0 0 0
56 1 0 0 0 0 0 0 0 0
57 1 0 0 0 0 0 1 0 0
59 1 0 0 1 0 0 0 0 0
60 1 0 0 0 0 0 0 0 0
61 1 0 0 0 0 0 0 0 0
62 1 0 0 0 0 0 1 0 0
64 1 0 0 1 0 0 0 0 0
65 1 0 0 0 0 0 0 0 0
66 1 0 0 0 0 0 0 0 0
75 3 1 1 0 0 0 0 0 0
87 12 0 0 0 0 0 0 0 0
89 12 0 0 12 0 0 0 0 0
90 12 0 0 12 0 0 0 0 0
91 12 0 0 0 0 0 0 0 0
93 12 0 0 12 1 1 0 0 0
94 12 0 0 12 0 0 0 0 0
95 12 0 0 0 0 0 0 0 0
97 12 0 0 12 0 0 0 0 0
98 12 0 0 12 0 0 0 0 0
99 12 0 0 0 0 0 0 0 0
101 12 0 0 12 0 0 0 0 0
102 12 0 0 12 0 0 0 0 0
103 12 0 0 0 0 0 0 0 0
105 1 0 0 0 0 0 0 0 0
106 1 0 0 0 0 0 0 0 0
107 1 0 0 0 0 0 0 0 0
109 1 0 0 0 0 0 0 0 0
116 1 0 0 0 0 0 0 0 0
120 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/strdup.c
fn=strdup
40 12 3 1 0 0 0 6 0 0
41 6 3 1 0 0 0 3 0 0
42 6 0 0 0 0 0 3 0 0
44 6 0 0 0 0 0 0 0 0
47 12 0 0 0 0 0 0 0 0
48 9 0 0 6 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/termios/../sysdeps/unix/sysv/linux/tcgetattr.c
fn=tcgetattr
34 5 1 1 1 0 0 1 0 0
38 13 1 1 1 1 0 1 0 0
77 5 0 0 3 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/time/../sysdeps/generic/dl-hash.h
fn=gettimeofday
43 2 0 0 0 0 0 0 0 0
44 2 2 1 0 0 0 0 0 0
45 26 2 1 8 2 0 0 0 0
48 24 0 0 0 0 0 0 0 0
62 32 0 0 0 0 0 0 0 0
67 2 0 0 0 0 0 0 0 0
fn=time
44 1 0 0 0 0 0 0 0 0
45 13 0 0 4 1 1 0 0 0
48 12 1 1 0 0 0 0 0 0
62 16 0 0 0 0 0 0 0 0
67 1 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/time/../sysdeps/unix/sysv/linux/x86/gettimeofday.c
fn=gettimeofday
42 32 2 1 2 0 0 8 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/time/../sysdeps/unix/sysv/linux/x86/time.c
fn=time
43 17 2 2 1 0 0 4 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/wcsmbs/../sysdeps/x86_64/multiarch/ifunc-avx2.h
fn=wcschr
30 8 0 0 0 0 0 0 0 0
32 6 2 1 4 2 0 0 0 0
fn=wcslen
30 4 0 0 0 0 0 0 0 0
32 3 1 1 2 1 0 0 0 0
fn=wmemchr
30 8 0 0 0 0 0 0 0 0
32 6 3 2 4 2 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/wcsmbs/../sysdeps/x86_64/multiarch/ifunc-wmemset.h
fn=wmemset
30 6 1 1 0 0 0 0 0 0
32 8 1 1 4 3 0 0 0 0
34 8 0 0 0 0 0 0 0 0
35 2 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/wcsmbs/../sysdeps/x86_64/multiarch/wcschr.c
fn=wcschr
31 2 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/wcsmbs/../sysdeps/x86_64/multiarch/wcslen.c
fn=wcslen
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/wcsmbs/../sysdeps/x86_64/multiarch/wcsnlen.c
fn=wcsnlen
38 3 1 1 0 0 0 0 0 0
40 3 1 1 2 1 0 0 0 0
49 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/wcsmbs/../sysdeps/x86_64/multiarch/wmemchr.c
fn=wmemchr
31 2 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/wcsmbs/../sysdeps/x86_64/multiarch/wmemset.c
fn=wmemset
31 2 0 0 2 0 0 0 0 0
fl=/home/arqo/repo/arqo/p3/material_P3/src/arqo3.c
fn=generateMatrix
12 9 1 1 0 0 0 6 0 0
17 5 2 1 0 0 0 2 1 0
18 4 0 0 0 0 0 1 0 0
19 4 1 0 0 0 0 0 0 0
29 2 0 0 0 0 0 1 0 0
30 727 1 1 0 0 0 0 0 0
32 1083 0 0 0 0 0 361 67 45
33 1662966 0 0 360 360 0 0 0 0
35 5817862 1 1 1662246 205712 17 1662247 316872 103932
fl=/home/arqo/repo/arqo/p3/material_P3/src/slow.c
fn=main
11 8 1 1 1 0 0 3 0 0
19 2 1 0 0 0 0 0 0 0
25 2 0 0 0 0 0 1 0 0
fl=/usr/include/stdlib.h
fn=main
363 5 1 1 1 1 0 1 0 0
fl=/usr/include/x86_64-linux-gnu/bits/stdio2.h
fn=main
104 4 0 0 0 0 0 1 1 0
fl=???
fn=???
0 831257 831188 27 831201 43862 8 11 1 1
fn=__libc_csu_init
0 34 2 2 8 1 0 8 1 0
fn=_start
0 11 1 1 2 2 0 3 0 0
summary: 52508209 1667034 1068 17502636 3894744 2110 7492400 1149861 104553
